name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
kiruna,2021-01-01T00:00:00,-3,-7.8,-3.2,98.66,0.055,100,snow,0,33.98,18,13.6,94,1014.6,100,2,0,,0,,"Snow, Overcast",snow,"02044099999,ESNQ,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T01:00:00,-3.1,-8,-3.3,99.02,0.022,100,snow,0,33.98,21.6,13.5,100,1015,100,2.7,0,,0,,"Snow, Overcast",snow,"02044099999,ESNQ,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T02:00:00,-3,-7.9,-4,92.89,0.022,100,snow,0,33.98,25.2,13.6,89,1015,100,8.8,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T03:00:00,-4,-8.4,-4.6,95.98,0.044,100,snow,0,33.98,32.4,11.2,80,1015,100,9.9,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T04:00:00,-4,-7.3,-5,92.75,0.012,100,snow,0,33.98,32.4,7.6,71,1015.3,100,10.5,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T05:00:00,-4,-6.8,-5,92.7,0,0,,0,33.98,10.8,6.4,37,1015.7,100,11,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T06:00:00,-4,-7.9,-5,92.71,0,0,,0,33.98,,9.2,3,1015.7,100,10.9,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T07:00:00,-4,-8.3,-5,92.71,4.702,100,snow,0,33.98,14.4,10.7,11,1015.7,100,10.9,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T08:00:00,-4,-8.2,-5.1,92.71,0,0,,0,33.98,10.8,10.2,10,1015.8,100,10.2,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T09:00:00,-4.1,-8.4,-5.1,92.71,0,0,,0.01,33.99,18,11,10,1016,100,10.8,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T10:00:00,-4.1,-7.9,-4.1,99.63,0,0,,0.01,34,14.4,9.1,8,1016,100,6.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T11:00:00,-4.1,-8.7,-5.1,92.72,0,0,,0.01,34.01,18,11.8,18,1016,100,11.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T12:00:00,-4.1,-8.9,-5.1,92.73,0,0,,0.01,34.02,14.4,12.7,18,1015.8,89.2,10.5,0,,0,,Partially cloudy,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T13:00:00,-4.1,-8.4,-5.1,92.69,0.012,100,snow,0.01,34.03,14.4,10.9,17,1015.6,89.2,10.5,0,,0,,"Snow, Partially cloudy",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T14:00:00,-4.5,-8.8,-5.1,95.84,0,0,,0.01,34.04,18,10.2,8,1015.3,89.2,10.9,0,,0,,Partially cloudy,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T15:00:00,-4.6,-9.1,-5.1,96.37,0,0,,0.01,34.05,14.4,10.9,354,1015.2,94.5,11.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T16:00:00,-5,-9.6,-5.1,99.64,0.012,100,snow,0.01,34.06,14.4,11.1,8,1015,99.9,11.2,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T17:00:00,-5.1,-9.9,-5.1,99.63,0,0,,0.01,34.07,25.2,11.9,25,1015.2,99.5,11.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T18:00:00,-5.6,-10.9,-6.1,96.35,0,0,,0.01,34.08,32.4,13.6,41,1015.4,100,9.1,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T19:00:00,-6,-12,-6.6,95.82,0,0,,0.01,34.09,28.8,15.9,45,1015.1,100,11.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T20:00:00,-7,-13.3,-7.5,95.83,0,0,,0.01,34.1,18,16.1,39,1015.4,100,10.3,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T21:00:00,-7,-12.5,-8,92.54,0,0,,0.01,34.11,14.4,12.7,34,1015.4,100,10.3,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T22:00:00,-7,-12,-8,92.53,0,0,,0.01,34.12,10.8,11,25,1015.5,100,8,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-01T23:00:00,-8,-12.5,-8,99.63,0.012,100,snow,0.01,34.13,14.4,9.1,33,1015.4,100,10.3,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T00:00:00,-8,-12.2,-8.5,95.73,0,0,,0.01,34.14,14.4,8.3,12,1015.7,100,10.3,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T01:00:00,-8,-8,-8.5,96.22,0.012,100,snow,0.01,34.15,14.4,3.8,335,1015.9,100,10.4,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T02:00:00,-8,-10.8,-8.6,95.73,0.012,100,snow,0.01,34.16,10.8,5.4,350,1015.8,100,10.2,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T03:00:00,-8,-10.8,-9,92.46,0,0,,0.01,34.17,7.2,5.3,358,1016,100,10.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T04:00:00,-8,-11.4,-9.1,92.42,0,0,,0.01,34.18,14.4,6.4,360,1016.5,100,10.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T05:00:00,-8.1,-8.1,-9.1,92.38,0,0,,0.01,34.19,18,1.7,36,1016.6,100,10.3,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T06:00:00,-8.5,-8.5,-9.6,92.4,0,0,,0.01,34.2,14.4,3.6,255,1016.9,100,10.5,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T07:00:00,-9,-11.9,-10,92.37,0,0,,0.01,34.21,7.2,5.2,284,1017,100,10.7,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T08:00:00,-9,-12,-10,92.32,0,0,,0.01,34.22,7.2,5.3,299,1017.6,100,11.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T09:00:00,-8,-11.8,-9.1,92.39,0,0,,0,34.21,7.2,7.1,312,1018,100,11.3,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T10:00:00,-8.5,-8.5,-9.6,92.35,0,0,,0,34.2,14.4,2.1,286,1018.6,89.2,11.3,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T11:00:00,-8.5,-8.5,-9.5,92.35,0,0,,0,34.19,10.8,4.6,193,1018.9,89.2,11.3,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T12:00:00,-8.1,-13.3,-9.1,92.37,0,0,,0,34.18,21.6,11.1,225,1019.4,89.2,10.6,0,,0,,Partially cloudy,partly-cloudy-day,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T13:00:00,-8.1,-14.1,-9.2,92.33,0,0,,0,34.17,18,13.6,238,1019.9,94.5,10.9,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T14:00:00,-9.1,-14.9,-9.7,95.56,0,0,,0,34.16,32.4,12.6,224,1020.2,100,10.8,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T15:00:00,-9.1,-15,-10.1,92.21,0,0,,0,34.15,39.6,12.7,215,1020.8,100,10.9,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T16:00:00,-9.6,-16.1,-11.1,88.93,0,0,,0,34.14,39.6,14.4,220,1021.5,100,11.1,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T17:00:00,-10.1,-15.9,-11.1,92.15,0,0,,0,34.13,28.8,11.9,217,1022,99.5,11.2,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T18:00:00,-10.1,-16.6,-12.1,85.31,0,0,,0,34.12,21.6,14.3,225,1022.6,99.3,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T19:00:00,-9.5,-16,-11.1,88.47,0.022,100,snow,0,34.11,25.2,14.3,219,1023.3,94.5,11.4,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T20:00:00,-9.1,-14.9,-11.1,85.36,0,0,,0,34.1,21.6,12.4,206,1024.1,88.4,11.4,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T21:00:00,-9.1,-14.7,-11.1,85.45,0,0,,0,34.09,21.6,11.7,218,1024.5,93.7,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T22:00:00,-9,-14.7,-10.5,89,0,0,,0,34.08,21.6,11.9,224,1025.3,99.2,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-02T23:00:00,-9,-15.1,-10.1,92.17,0,0,,0,34.07,36,13.4,219,1025.9,99.2,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T00:00:00,-8.1,-12.7,-10.1,85.58,0,0,,0,34.06,25.2,9.2,220,1026.5,99.2,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T01:00:00,-8.6,-14.6,-9.6,92.33,0,0,,0,34.05,32.4,13.5,219,1027,93.9,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T02:00:00,-8.1,-13.5,-10,85.58,0,0,,0,34.04,32.4,11.7,223,1027.3,99.2,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T03:00:00,-8.1,-13.2,-9.5,89.08,0,0,,0,34.03,28.8,10.8,221,1027.9,99.2,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T04:00:00,-9.2,-14.8,-10.6,89.02,0,0,,0,34.02,21.6,11.7,217,1028.2,11.5,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T05:00:00,-10.6,-16.2,-12.1,88.27,0,0,,0,34.01,18,10.9,215,1028.4,0,10.6,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T06:00:00,-9.6,-14,-10.6,92.19,0,0,,0,34,21.6,8,214,1028.9,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T07:00:00,-11.1,-16.2,-12.2,91.99,0,0,,0,33.99,21.6,9,196,1029.3,88.4,11.4,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T08:00:00,-8.2,-13.9,-10.2,85.43,0,0,,0,33.98,32.4,12.6,222,1030,93.9,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T09:00:00,-10.7,-16.6,-12.2,88.67,0,0,,0,33.98,36,11.5,225,1030.6,0,11.3,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T10:00:00,-10.1,-15.8,-11.2,92.18,0,0,,0,33.98,28.8,11.2,218,1031.2,10,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T11:00:00,-11.2,-18.2,-12.8,88.14,0,0,,0,33.98,46.8,15.2,221,1031.5,0,11.1,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T12:00:00,-12.2,-18.4,-14.2,84.91,0,0,,0,33.98,36,11.7,216,1032,0,11.3,0,,0,,Clear,clear-day,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T13:00:00,-11.7,-18.1,-12.7,91.74,0,0,,0,33.98,39.6,12.6,211,1032.2,0,10.8,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T14:00:00,-11.6,-18.1,-13.2,88.08,0,0,,0,33.98,43.2,12.7,230,1032.6,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T15:00:00,-11.2,-18,-12.7,88.61,0,0,,0,33.98,43.2,14.4,220,1033,0,11.3,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T16:00:00,-11.2,-18,-13.2,85.06,0.012,100,snow,0,33.98,46.8,14.3,220,1033.5,76.1,11.3,0,,0,,"Snow, Partially cloudy",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T17:00:00,-9.7,-15.8,-11.2,88.86,0,0,,0,33.98,39.6,12.8,234,1033.4,56.6,11.3,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T18:00:00,-10.7,-17.4,-12.7,85.26,0,0,,0,33.98,46.8,14.5,234,1034,64.9,11.4,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T19:00:00,-11.2,-18.4,-13.2,85.11,0.066,100,snow,0,33.98,28.8,15.8,223,1033.9,39,11.4,0,,0,,"Snow, Partially cloudy",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T20:00:00,-10.7,-17.8,-12.7,85.16,0,0,,0,33.98,43.2,16,233,1034.2,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T21:00:00,-11.7,-19.2,-13.2,88.02,0,0,,0,33.98,43.2,17,218,1034.5,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T22:00:00,-12.1,-19.7,-13.6,88.6,0,0,,0,33.98,54,16.2,232,1034.7,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-03T23:00:00,-12.3,-19.8,-13.8,88.55,0,0,,0,33.98,54,16.2,228,1034.6,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T00:00:00,-13.1,-20.1,-14.7,87.99,0,0,,0,33.98,54,13.5,220,1034.4,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T01:00:00,-11.2,-19.2,-13.2,85.02,0,0,,0,33.98,50.4,18.9,226,1034.5,0.4,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T02:00:00,-11.2,-18,-12.7,88.15,0,0,,0,33.98,54,14.3,220,1034,1.2,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T03:00:00,-10.7,-17.5,-12.2,88.74,0,0,,0,33.98,54,14.5,230,1034.2,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T04:00:00,-11.7,-19.8,-13.2,88.6,0,0,,0,33.98,54,19.1,227,1033.8,1.2,10.7,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T05:00:00,-10,-16.1,-12,85.29,0,0,,0,33.98,57.6,12.6,223,1033.7,1.5,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T06:00:00,-9.6,-16.7,-11.1,88.47,0,0,,0,33.98,43.2,16.9,231,1033.2,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T07:00:00,-10.1,-16.6,-11.6,88.47,0,0,,0,33.98,39.6,14.2,228,1033.2,90.1,11.3,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T08:00:00,-9.1,-15.2,-10.6,88.94,0,0,,0,33.98,50.4,13.6,222,1033,29.6,11.4,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T09:00:00,-9.1,-16.3,-10.7,88.51,0,0,,0,33.98,43.2,17.8,223,1033.5,0,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T10:00:00,-9.6,-16,-11.1,88.94,0,0,,0,33.98,39.6,14.1,225,1033.5,0.4,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T11:00:00,-8.7,-14.9,-9.2,96.04,0,0,,0,33.98,18,14.4,219,1033.4,1.5,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T12:00:00,-9.1,-15.1,-11.1,85.39,0,0,,0,33.98,14.4,13.4,219,1033.2,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T13:00:00,-7.6,-13.2,-8.7,92.35,0,0,,0,33.98,14.4,12.6,219,1032.7,100,11.1,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T14:00:00,-7.5,-13.7,-8.5,92.45,0,0,,0,33.98,10.8,15.1,224,,12.5,11.1,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02029099999"
kiruna,2021-01-04T15:00:00,-7.6,-13.6,-8.2,95.53,0,0,,0,33.98,7.2,14.2,213,1032.3,1.5,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T16:00:00,-8.2,-14.4,-9.7,89.03,0,0,,0,33.98,10.8,14.3,228,1032.4,0.9,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T17:00:00,-9.2,-15.6,-10.3,92.14,0,0,,0,33.98,10.8,14.3,223,1032.5,100,11.3,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T18:00:00,-10,-16.3,-11,92.16,0,0,,0,33.98,18,13.5,223,1032.7,0.7,10.3,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T19:00:00,-9.2,-15.4,-9.7,95.46,0,0,,0,33.98,14.4,13.8,231,1032.7,0.9,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T20:00:00,-9.6,-15.6,-10.6,92.17,0,0,,0,33.98,18,12.5,230,1032.6,0.7,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T21:00:00,-10.1,-16.9,-11.1,92.13,0,0,,0,33.98,18,15.1,225,1032.2,1.5,11.3,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T22:00:00,-9.6,-16,-10.7,92.17,0,0,,0,33.98,10.8,14,236,1032,94.5,11.3,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-04T23:00:00,-10,-15.5,-11,92.25,0,0,,0,33.98,10.8,10.9,223,,94.7,11.1,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02029099999"
kiruna,2021-01-05T00:00:00,-9.4,-15.1,-11,88.58,0,0,,0,33.98,10.8,11.7,216,1031.2,12.3,11.4,0,,0,,Clear,clear-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T01:00:00,-10.4,-16.6,-12,88.52,0,0,,0,33.98,7.2,12.4,220,1030.7,50.7,11.3,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T02:00:00,-8.4,-14.4,-9.4,92.35,0,0,,0,33.98,10.8,13.3,221,1030.4,71.6,11.4,0,,0,,Partially cloudy,partly-cloudy-night,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T03:00:00,-8,-12.5,-8,99.59,0,0,,0,33.98,7.2,9.1,235,1030.3,100,11.3,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T04:00:00,-7.5,-11.9,-8,96.22,0,0,,0,33.98,7.2,8.9,230,1029.9,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T05:00:00,-6.5,-10.8,-7,96.26,0,0,,0,33.98,7.2,9.1,239,1029.5,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T06:00:00,-6.5,-6.5,-7.5,92.53,0,0,,0,33.98,10.8,4.3,245,1029.5,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T07:00:00,-8,-10.8,-9,92.41,0,0,,0,33.98,10.8,5.2,244,1029.5,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T08:00:00,-6,-10.2,-7,92.62,0,0,,0,33.98,10.8,9.1,230,1029.5,100,11.4,0,,0,,Overcast,cloudy,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T09:00:00,-6,-10.4,-7,92.63,0,0,,0.19,34.16,7.2,9.8,226,1029.9,100,11.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T10:00:00,-6,-10.1,-7,92.56,0,0,,0.19,34.35,7.2,8.8,246,1029.7,100,11.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T11:00:00,-6,-9.8,-7,92.6,0,0,,0.19,34.54,7.2,8.1,227,1029.4,100,11.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T12:00:00,-7.5,-11.3,-9.1,88.89,0,0,,0.19,34.73,10.8,7.4,238,1029,100,11.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T13:00:00,-8.4,-13,-9.9,88.84,0,0,,0.19,34.92,10.8,9,247,1028.4,100,11.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T14:00:00,-11.3,-15.1,-12.3,92.31,0.022,100,snow,0.19,35.11,7.2,6.3,243,1027.9,100,11.2,0,,0,,"Snow, Overcast",snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T15:00:00,-12.7,-12.7,-13.7,92.22,0,0,,0.19,35.29,10.8,1.9,171,1027.6,90,11,0,,0,,Partially cloudy,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T16:00:00,-13.2,-13.2,-14.7,88.86,0,0,,0.19,35.48,14.4,1.8,168,1027.4,99.9,10.8,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T17:00:00,-12.8,-12.8,-13.8,92.16,0,0,,0.19,35.67,14.4,0.1,351,1027,100,11.4,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T18:00:00,-12.8,-12.8,-14.3,88.38,0,0,,0.19,35.86,28.8,3.6,34,1026.8,100,11.3,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T19:00:00,-12.8,-12.8,-14.2,88.87,0,0,,0.19,36.05,21.6,0.4,166,1026.7,100,11.2,0,,0,,Overcast,snow,"ESNQ,02044099999,02031099999,02036099999,02029099999"
kiruna,2021-01-05T20:00:00,-13,-13,-14.5,88.25,0,0,,0.19,36.23,,4.6,31,,100,10,0,,0,,Overcast,snow,"ESNQ,02044099999,02038099999"
kiruna,2021-01-05T21:00:00,-13.4,-13.4,-14.9,88.16,0,0,,0.19,36.42,46.8,2.7,300,,100,10,0,,0,,Overcast,snow,"ESNQ,02044099999,02029099999"
